match_id,start_date,venue,innings,phase,runs_off_bat,extras,runs,0s,1s,2s,3s,4s,5s,6s,wickets_fallen
419112,2010,Bengaluru,1,Middle,80,3,83,16,25,5,1,6,0,3,1
419112,2010,Bengaluru,1,Powerplay,44,6,50,24,9,0,1,5,0,2,0
419112,2010,Bengaluru,2,Death,54,1,55,5,8,3,0,4,0,4,0
419112,2010,Bengaluru,2,Middle,87,1,88,17,21,5,0,5,0,6,2
419112,2010,Bengaluru,2,Powerplay,53,8,61,20,11,0,0,6,0,3,0
419113,2010,Kolkata,1,Death,67,1,68,5,9,6,0,7,0,3,0
419113,2010,Kolkata,1,Middle,63,2,65,18,23,9,0,4,0,1,2
419113,2010,Kolkata,1,Powerplay,31,0,31,20,11,0,0,5,0,0,1
419113,2010,Kolkata,2,Death,19,0,19,12,12,0,1,1,0,0,1
419113,2010,Kolkata,2,Middle,39,6,45,30,21,1,0,4,0,0,6
419113,2010,Kolkata,2,Powerplay,43,2,45,22,5,1,0,9,0,0,3
419115,2010,Bengaluru,1,Death,12,2,14,23,4,2,0,1,0,0,6
419115,2010,Bengaluru,1,Middle,46,1,47,26,24,1,0,2,0,2,3
419115,2010,Bengaluru,1,Powerplay,27,4,31,22,13,0,2,2,0,0,1
419115,2010,Bengaluru,2,Middle,31,3,34,15,11,1,0,3,0,1,0
419115,2010,Bengaluru,2,Powerplay,55,4,59,19,9,1,0,11,0,0,0
419121,2010,Chennai,1,Death,36,2,38,12,12,2,0,5,0,0,4
419121,2010,Chennai,1,Middle,58,2,60,23,24,2,0,3,0,3,3
419121,2010,Chennai,1,Powerplay,38,0,38,19,8,3,0,6,0,0,1
419121,2010,Chennai,2,Death,24,3,27,16,10,3,0,2,0,0,3
419121,2010,Chennai,2,Middle,64,3,67,20,30,1,0,2,0,4,4
419121,2010,Chennai,2,Powerplay,35,7,42,25,9,0,0,5,0,1,0
419121,2010,Chennai,3,Powerplay,9,0,9,2,1,1,0,0,0,1,2
419121,2010,Chennai,4,Powerplay,10,0,10,2,0,0,0,1,0,1,1
419123,2010,Bengaluru,1,Death,67,0,67,7,13,1,0,1,0,8,2
419123,2010,Bengaluru,1,Middle,54,12,66,27,18,4,0,7,0,0,2
419123,2010,Bengaluru,1,Powerplay,36,2,38,21,10,1,0,6,0,0,1
419123,2010,Bengaluru,2,Death,38,2,40,12,14,0,0,3,0,2,2
419123,2010,Bengaluru,2,Middle,61,5,66,24,21,1,0,8,0,1,4
419123,2010,Bengaluru,2,Powerplay,25,4,29,26,9,2,0,3,0,0,1
419128,2010,Bengaluru,1,Death,50,5,55,13,9,5,1,4,0,2,1
419128,2010,Bengaluru,1,Middle,62,2,64,14,34,3,0,4,0,1,1
419128,2010,Bengaluru,1,Powerplay,63,1,64,12,10,5,1,7,0,2,2
419128,2010,Bengaluru,2,Death,40,5,45,9,16,1,0,4,0,1,4
419128,2010,Bengaluru,2,Middle,69,6,75,15,33,0,0,6,0,2,5
419128,2010,Bengaluru,2,Powerplay,41,5,46,16,15,0,2,5,0,0,0
419133,2010,Chennai,1,Death,44,0,44,10,12,2,0,4,0,2,2
419133,2010,Chennai,1,Middle,64,1,65,17,28,3,0,6,0,1,1
419133,2010,Chennai,1,Powerplay,48,4,52,19,12,0,0,6,0,2,1
419133,2010,Chennai,2,Death,31,6,37,10,11,3,0,2,0,1,3
419133,2010,Chennai,2,Middle,67,2,69,19,23,5,0,4,0,3,2
419133,2010,Chennai,2,Powerplay,54,2,56,14,12,3,0,3,0,4,0
419135,2010,Kolkata,1,Death,61,4,65,11,11,2,0,4,0,5,3
419135,2010,Kolkata,1,Middle,67,3,70,21,23,4,0,6,0,2,1
419135,2010,Kolkata,1,Powerplay,39,7,46,21,7,2,0,7,0,0,2
